"id","authors","year","title","WI","number","version","media","comment","newname","publisher","subtitle","publishdate","pagecount","category","language","sale","price","currency","mature","isbn10","isbn13","matching"
750,"Wilhelm, Reinhard (Hrsg.)",0,"Informatics",90,2000,"","","oben","Informatics","Springer","10 Years Back. 10 Years Ahead","2003-06-29","372","Computers","en","FOR_SALE","55.8","EUR","NOT_MATURE",NA,"9783540445777","0"
751,"Schlossnagle, George",0,"Professionelle PHP-5-Programmierung",14,751,"","","","Professionelle PHP-5-Programmierung","Pearson Deutschland GmbH","Entwicklerleitfaden fur gro<U+00DF>e Webprojekte mit PHP 5","2006","694",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3827323819","9783827323811","0"
753,"Bates, Chris",0,"Web Programming, 2. ed.",25,332,"a","","","WEB PROGRAMMING: BUILDING INTERNET APPLICATIONS, 3RD ED","John Wiley & Sons",NA,"2007-06-01","680",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","8126512903","9788126512904","0"
754,"Seitz, Jochen",0,"Netzwerkmanagement",11,81,"","TAT 2","","Netzwerkmanagement",NA,NA,"1994","89","Computer networks","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3929821761","9783929821765","0"
755,"Alpar, Paul (Hrsg.)",0,"Data mining im praktischen Einsatz",15,568,"b","","","Data Mining im praktischen Einsatz","Springer-Verlag","Verfahren und Anwendungsfalle fur Marketing, Vertrieb, Controlling und Kundenunterstutzung","2013-03-08","232","Technology & Engineering","de","FOR_SALE","36.99","EUR","NOT_MATURE",NA,"9783322899507","2"
759,"SchÃ¶ning, Uwe",0,"Logik fÃ_r Informatiker",54,18,"d","","","Mathematische Logik mit Informatik-Anwendungen","Springer",NA,"1977-07-01","326","Mathematics","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540082026","9783540082026","2"
760,"Goll, Joachim",0,"Java als erste Programmiersprache",14,569,"","","","Java als erste Programmiersprache","Springer-Verlag","Vom Einsteiger zum Profi","2011-02-01","1266","Computers","de","FOR_SALE","32.99","EUR","NOT_MATURE",NA,"9783834898548","0"
761,"Balsters, Herman",0,"Database schema evolution and meta modeling",90,2065,"","LNCS","","Database Schema Evolution and Meta-Modeling","Springer Science & Business Media","9th International Workshop on Foundations of Models and Languages for Data and Objects FoMLaDO/DEMM 2000 Dagstuhl Castle, Germany, September 18-21, 2000 Selected Papers","2001-06-20","244","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783540422723","0"
762,"Alby, Tom",0,"Web 2.0",11,820,"b","","","Web 2.0","Hanser Verlag","Konzepte, Anwendungen, Technologien","2008","264",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3446414495","9783446414495","0"
763,"Lacroix, Zo (ed.)",0,"Bioinformatics",11,528,"","","","Bioinformatics","Taylor & Francis Group",NA,"2010","340","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9780415394949","2"
766,"Anonymous",0,"Hacker's guide",25,121,"","","","Linux hacker's guide",NA,"Sicherheit fur Linux-Server und -Netze","2000-01","808",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3827256224","9783827256225","0"
767,"Anonymous",0,"Linux hacker's guide",25,120,"","","","Linux hacker's guide",NA,"Sicherheit fur Linux-Server und -Netze","2000-01","808",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3827256224","9783827256225","0"
768,"Hubwieser, Peter",0,"Didaktik der Informatik (2. Aufl.)",10,217,"","","","Didaktik der Informatik","Springer","Grundlagen, Konzepte, Beispiele","2003-10-10","228","Education","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540435107","9783540435105","0"
769,"Sharma, Vivek",0,"Developing e-commerce sites",25,123,"","","","Developing E-Commerce Sites An Integrated Approach",NA,NA,"2000","617",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","8178081490","9788178081496","0"
770,"Hilscher, Michael",0,"Der eigene Webserver",25,309,"","","","Der eigene Web-Server",NA,NA,"1997","158",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3893624767","9783893624768","2"
771,"Gruhn, Volker",0,"Komponentenmodelle",13,531,"","","","Komponentenmodelle fur Web-Anwendungen",NA,"Vergleich der de-facto Standards","2012-08","172",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3639449231","9783639449235","2"
772,"Bentley, Jon",0,"Programming Pearls",14,639,"","","","Programming Pearls","Addison-Wesley Professional",NA,"2000","239","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0201657880","9780201657883","0"
774,"Lehner, Wolfgang",2003,"Datenbanktechnologie fÃ_r Data-Warehouse-Systeme",15,643,"","","","Datenbanktechnologie fur Data-Warehouse-Systeme",NA,"Konzepte und Methoden","2003","373","Data warehousing","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3898641775","9783898641777","3"
775,"Jasper, Heinrich (Hrsg.)",0,"Informationssysteme fÃ_r E-Commerce",25,150,"b","","","Aktive Informationssysteme",NA,"Systeme, Methoden und Anwendungen","1998","258",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3826536630","9783826536632","3"
776,"Gesellschaft f. Informatik",0,"Informatiktage 2000",10,201,"c","","oben","Informatiktage 2000",NA,"fachwissenschaftlicher Informatik-Kongre<U+00DF> ; 27. und 28. Oktober 2000 im Neuen Kloster Bad Schussenried","2000","328",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3920560167","9783920560168","2"
778,"Rud, Olivia Parr",0,"Data mining cookbook",15,572,"","","","Data Mining Cookbook","John Wiley & Sons","Modeling Data for Marketing, Risk, and Customer Relationship Management","2001-06-15","416","Computers","en","FOR_SALE","57.99","EUR","NOT_MATURE",NA,"9780471437512","0"
779,"Bernard, Ryan",0,"The corporate Intranet",25,154,"","","","The Corporate Intranet","Wiley",NA,"1998","435","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
780,"Terano, Takao (Hrsg.)",0,"Knowledge discovery and data mining",15,574,"","","oben","Feature Selection for Knowledge Discovery and Data Mining","Springer Science & Business Media",NA,"1998-07-31","214","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","079238198X","9780792381983","2"
781,"Bertino, Elisa",0,"Intelligent database systems",15,577,"","","","Intelligent Database Systems","Pearson Education",NA,"2001","452","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0201877368","9780201877366","0"
782,"Collin, Peter",0,"PONS FachwÃ¶rterbuch Englisch - Wirtschaft",10,303,"","","","PONS Fachworterbuch Bank- und Finanzwesen",NA,"Englisch-deutsch, Deutsch-englisch","1994","434","Banks and banking","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3125178401","9783125178403","3"
783,"Lings, Brian (Hrsg.)",0,"Advances in databases: proceedings",90,1832,"","LNCS","","Advances in Databases","Springer Science & Business Media","17th British National Conference on Databases, BNCOD 17 Exeter, UK, July 3-5, 2000 Proceedings","2000-06-21","226","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783540677437","0"
784,"Bauknecht, Kurt (Ed.)",0,"Electronic commerce and web technologies",90,1875,"","LNCS","","Electronic Commerce and Web Technologies","Springer","Second International Conference, EC-Web 2001 Munich, Germany, September 4-6, 2001 Proceedings","2003-06-30","351","Computers","en","FOR_SALE","49.97","EUR","NOT_MATURE",NA,"9783540447009","2"
785,"Hochmuth, Michael",0,"ATM-Netze",11,510,"","TAT 10","","ATM-Netze",NA,"Architektur und Funktionsweise","1995","120",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3826601270","9783826601279","0"
786,"Info Tech Research Group",0,"Research Advice Impact",25,262,"","CD","","Rethinking Collaborative Entrepreneurship: The Impact of Networks and Cognitions on Research Opportunities","ProQuest",NA,"2008","198",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9780549653943","2"
787,"Kleinberg, Jon",0,"Algorithm Design",10,234,"","","","Algorithm Design",NA,NA,"2013-07-30","823","Algorithms","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1292023945","9781292023946","0"
791,"Muller, Nathan J.",0,"Bluetooth demystified",17,193,"","","","Bluetooth Demystified","McGraw-Hill Professional Publishing",NA,"2001","396","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
792,"Horster, Patrick",0,"D-A-CH Mobility 2006",11,815,"","","","D-A-CH mobility 2006",NA,"Bestandsaufnahme - Konzepte - Anwendungen - Perspektiven","2006","380",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3000196358","9783000196355","2"
793,"Leser, Ulf; Naumann, Felix",0,"Informationsintegration",15,690,"","","","Informationsintegration",NA,"Architekturen und Methoden zur Integration verteilter und heterogener Datenquellen","2007","464",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3898644006","9783898644006","0"
794,"Detig, Christine",0,"Der Latex-Wegweiser",14,49,"","","","Der LaTeX-Wegweiser",NA,NA,"2004","268",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3826614143","9783826614149","0"
795,"Rigaux, Philippe",0,"Spatial databases",15,588,"","","","Spatial Databases","Morgan Kaufmann","With Application to GIS","2002","410","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1558605886","9781558605886","0"
796,"Messmer, Hans-Peter",0,"PC-Hardwarebuch",11,547,"","","","PC-Hardwarebuch","Pearson Deutschland GmbH","Aufbau, Funktionsweise, Programmierung ; ein Handbuch nicht nur fur Profis","2003","1252",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3827320143","9783827320148","0"
798,"Vahid, Frank",0,"Embedded system design",11,752,"","","","Embedded System Design","Wiley","A Unified Hardware/Software Introduction","2001-10-17","352","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0471386782","9780471386780","0"
799,"Bauer, Andreas (Hrsg.)",0,"Data-Warehouse-Systeme",15,565,"a","","","Prozessorientierte Organisation des Metadatenmanagements fur Data-Warehouse-Systeme","BoD ñ Books on Demand","mit 80 Tabellen","2004","332",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783833419263","2"
800,"Han, Jiawei; Kamber Micheline",0,"Data mining: Concepts and Techniques",15,571,"b","","","Data Mining: Concepts and Techniques","Elsevier","Concepts and Techniques","2011-06-09","744","Computers","en","FOR_SALE","48.27","EUR","NOT_MATURE","0123814804","9780123814807","0"
801,"Cunha, Jose C.",0,"Grid computing",11,594,"","","","Grid Computing: Software Environments and Tools","Springer Science & Business Media","Software Environments and Tools","2007-07-03","360","Computers","en","FOR_SALE","79.13","EUR","NOT_MATURE",NA,"9781846283390","0"
802,"Kropf, T.",0,"VLSI-Entwurf - Vorgehen, Methoden, Automatisierung",11,505,"","TAT 17","","VLSI-Entwurf",NA,"Vorgehen, Methoden, Automatisierung","1995","115",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3826601637","9783826601637","2"
803,"Zhang, Chengqi",0,"Association Rule Mining",15,637,"","","","Association Rule Mining","Springer","Models and Algorithms","2002-04-10","244","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540435336","9783540435334","0"
805,"Desel, JÃ¶rg",0,"Das ist Informatik",10,203,"","","","Das ist Informatik","Springer-Verlag",NA,"2013-03-07","159","Education","de","FOR_SALE","19.99","EUR","NOT_MATURE",NA,"9783642567742","2"
806,"Alonso, Gustavo",2004,"Web Services",11,775,"a","","","Web Services","Springer Science & Business Media","Concepts, Architectures and Applications","2003-09-04","354","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540440089","9783540440086","0"
807,"Neumann, Stefan",0,"Workflow-Anwendungen in technischen Dienstleistungen",23,49,"c","Diss","","Traum eines Schriftstellers, Kritikers und Politikers - Uber Stefan Heym","GRIN Verlag",NA,"2009-10-14","4","Literary Criticism","de","FOR_SALE","2.99","EUR","NOT_MATURE",NA,"9783640445820","4"
808,"Microsoft",0,"Microsoft Windows 2000 server",11,724,"","","","Multi-Media Set Windows 3.0",NA,NA,"1991-09-01",NA,NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1556154364","9781556154362","1"
809,"Turau, Volker",0,"Java Server Pages und J2EE",14,667,"","","","Java Server Pages und J2EE",NA,"unternehmensweite Web-basierte Anwendungen","2001","514",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3898641120","9783898641128","0"
810,"Heuer, Andreas",0,"Datenbanken kompakt",15,596,"","","","Datenbanken kompakt",NA,NA,"2003","301","Database management","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3826609875","9783826609879","0"
811,"Beierlein, Thomas",0,"Taschenbuch Mikroprozessortechnik",11,723,"","","","Taschenbuch Mikroprozessortechnik",NA,"mit 92 Tabellen","2011","465",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3446423311","9783446423312","2"
812,"Carpinelli, John D.",0,"Computer systems organization and architecture",11,728,"","","","Computer Systems Organization & Architecture","Addison Wesley",NA,"2001","584","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0201612534","9780201612530","0"
814,"Wessels, Duane",0,"Web caching",25,169,"","","","Web Caching","""O'Reilly Media, Inc.""",NA,"2001","300","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","156592536X","9781565925366","0"
817,"Walrand, Jean",0,"High-performance communication networks",11,727,"","","","High-performance Communication Networks","Morgan Kaufmann",NA,"2000","693","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9781558605749","0"
818,"Anderson, Don",0,"Pentium processor system architecture",11,725,"","","","Pentium Processor System Architecture","Addison-Wesley Professional",NA,"1995","433","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0201409925","9780201409925","0"
819,"Williams, Rob",0,"Computer systems architecture",11,726,"","","","Computer Systems Architecture","Pearson Education","A Networking Approach","2006","730","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0321340795","9780321340795","0"
821,"Brucker, Peter",0,"Scheduling algorithms",15,380,"c","","","Scheduling Algorithms","Springer Science & Business Media",NA,"2013-04-17","326","Business & Economics","en","FOR_SALE","58.3","EUR","NOT_MATURE",NA,"9783662030882","0"
822,"Baeza-Yates, Ricardo",0,"Modern information retrieval",15,603,"","","","Modern Information Retrieval","Addison-Wesley Professional","The Concepts and Technology Behind Search","2011","913","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0321416910","9780321416919","0"
824,"Fensel, Dieter",0,"Ontologies",16,211,"a","","","Ontologies:","Springer Science & Business Media",NA,"2001","138","Business & Economics","en","FOR_SALE","58.3","EUR","NOT_MATURE",NA,"9783662043967","0"
825,"Solymosi, Andreas",0,"Grundkurs Algorithmen ...",14,680,"a","","","Grundkurs Algorithmen und Datenstrukturen in JAVA","Springer-Verlag","Eine Einfuhrung in die praktische Informatik","2014-07-28","183","Computers","de","FOR_SALE","26.99","EUR","NOT_MATURE",NA,"9783658061968","0"
826,"Eaglestone, Barry",0,"Web database systems",15,605,"","","","Web Database Systems",NA,NA,"2001","468","Web databases","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0077096002","9780077096007","0"
827,"Casati, Fabio",0,"Technologies for E-services",90,2193,"","","","Technologies for E-Services","Springer Science & Business Media","Second International Workshop, TES 2001, Rome, Italy, September 14-15, 2001. Proceedings","2001-09-03","212","Business & Economics","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540425659","9783540425656","0"
832,"Abowd, Gregory D.",0,"Ubiquitous computing",90,2201,"","LNCS","","Ubicomp 2001: Ubiquitous Computing","Springer Science & Business Media","International Conference Atlanta, Georgia, USA, September 30 - October 2, 2001 Proceedings","2001-09-19","372","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540426140","9783540426141","0"
833,"Wang, X. Sean",0,"Advances in Web-Age Information Management",90,2118,"","LNCS","","Advances in Web-Age Information Management","Springer Science & Business Media","Second International Conference, WAIM 2001, Xi'an, China, July 9-11, 2001. Proceedings","2001-06-27","418","Business & Economics","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783540422983","0"
834,"Schubert, Sigrid",0,"Didaktik der Informatik",10,229,"","","","Didaktik der Informatik","Springer-Verlag",NA,"2011-03-15","418","Computers","de","FOR_SALE","24.99","EUR","NOT_MATURE",NA,"9783827426536","0"
835,"TrÃ_nkler, Hans-Rolf (Hrsg.)",0,"Das intelligente Haus",11,731,"","","","Das intelligente Haus","O'Reilly Germany","Heimautomation mit Arduino, Android und PC ; [geekige Heimautomationsprojekte ; Arduino, Smartphone und Google_372home clever einsetzen ; Inspiration fur kreative Projekte]","2012","248",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783868993639","2"
837,"Kretschmer, Bernd; Dahms, Andreas; van Almsick, Benedikt",0,"222 persÃƒÂ¶nliche Excel-Tabellen",14,578,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
838,"Cormen, Thomas H.",0,"Introduction to algoritms (2.ed.)",24,3,"d","","","An introduction to morphological image processing","Society of Photo Optical",NA,"1992","161","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"2"
839,"Mattern, Friedemann",0,"Total vernetzt",11,789,"","","","Total vernetzt","Springer-Verlag","Szenarien einer informatisierten Welt","2013-03-07","251","Computers","de","FOR_SALE","44.99","EUR","NOT_MATURE",NA,"9783642555503","2"
840,"Starke, Gernot",0,"Effektive Software-Architekturen",14,714,"","","","Effektive Softwarearchitekturen",NA,"Ein praktischer Leitfaden","2015-07-07","444",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3446443614","9783446443617","0"
841,"Tergan, Sigmar-Olaf (Hrsg.)",0,"Was macht E-Learning erfolgreich?",27,4,"","","","Was macht E-Learning erfolgreich?","Springer-Verlag","Grundlagen und Instrumente der Qualitatsbeurteilung","2013-03-07","192","Education","de","FOR_SALE","54.99","EUR","NOT_MATURE",NA,"9783642189579","2"
842,"Baader, Franz",0,"The discription logic handbook",10,215,"b","","","The Description Logic Handbook","Cambridge University Press","Theory, Implementation and Applications","2003-01-09","555","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0521781760","9780521781763","0"
844,"Ishaq, Jeff",0,"Treo Fan Book",10,232,"","","","Treo Fan Book","""O'Reilly Media, Inc.""","Your Brain on Silicon","2004","114","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0596008163","9780596008161","0"
845,"Wegener, Ingo",0,"KomplexitÃ_tstheorie",10,32,"","","","Theoretische Informatik","Springer-Verlag","Eine algorithmenorientierte Einfuhrung","2013-04-17","238","Technology & Engineering","de","FOR_SALE","36.99","EUR","NOT_MATURE",NA,"9783322946874","4"
847,"Pyle, Dorian",0,"Business modeling and data mining",13,384,"","","","Business Modeling and Data Mining","Morgan Kaufmann",NA,"2003-05-17","650","Computers","en","FOR_SALE","57.44","EUR","NOT_MATURE","0080500455","9780080500454","0"
848,"Bussler, Christoph",0,"B2B integration",25,253,"","","","B2B Integration","Springer Science & Business Media","Concepts and Architecture","2003-05-13","418","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540434879","9783540434870","0"
849,"Melton, Jim",0,"Quering XML",15,681,"","","","Ships' Deserters, 1852-1900",NA,"Including Stragglers, Strays, and Absentees from H.M. Ships","1986-01-01","535","Australasia","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0908120648","9780908120642","4"
850,"Vijayarman, T.M.",0,"VLDB",15,184,"","","oben","Resource Efficient Parallel VLDB with Customizable Degree of Redundancy","ProQuest",NA,"2009","129",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1109216033","9781109216035","2"
851,"Zhong, N. (Ed.)",0,"Web intelligence",25,254,"a","","","Web Intelligence Meets Brain Informatics","Springer Science & Business Media","First WICI International Workshop, WImBI 2006, Beijing, China, December 15-16, 2006, Revised Selected and Invited Papers","2007-11-29","516","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783540770275","2"
852,"Reinmann-Rothmeier, Gabi",0,"Virtuelle Seminare in Hochschule und Weiterbildung",11,738,"","","","Virtuelle Seminare - Gestaltung. Merkmale, Besonderheiten","GRIN Verlag",NA,"2003-07-18","23","Computers","de","FOR_SALE","12.99","EUR","NOT_MATURE",NA,"9783638206532","2"
853,"MÃ_ller, Erik",0,"Die heimliche Medienrevolution",25,190,"","","","Die heimliche Medienrevolution",NA,"wie Weblogs, Wikis und freie Software die Welt verandern","2006","231",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3936931364","9783936931365","2"
854,"Stallings, William",0,"Betriebssysteme (4. Aufl.)",11,770,"c","","","Multimedia-Betriebssysteme","BookRix",NA,"2015-03-13","51","Computers","de","FOR_SALE","1.1","EUR","NOT_MATURE",NA,"9783736881174","2"
855,"Yang, Jonathan",0,"The rough guide to blogging",25,353,"","","","The School Administrator's Guide to Blogging","R&L Education","A New Way to Connect with the Community","2009-01-16","120","Education","en","FOR_SALE","16.62","EUR","NOT_MATURE",NA,"9781578869213","2"
856,"Singh, Munindar P.",0,"Service-oriented Computing",11,370,"","","","Service-Oriented Computing","John Wiley & Sons","Semantics, Processes, Agents","2006-02-22","588","Technology & Engineering","en","FOR_SALE","90.99","EUR","NOT_MATURE",NA,"9780470091494","0"
858,"Lang, Stefan M.",0,"Datenbankeinsatz",15,353,"","","","Datenbankeinsatz","Springer-Verlag",NA,"2013-03-11","703","Computers","de","FOR_SALE","56.99","EUR","NOT_MATURE",NA,"9783642577826","0"
859,"Wenz, Christian",0,"Web Services mit PHP",25,284,"","","","Web Services mit PHP",NA,NA,"2004","213",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3898423948","9783898423946","0"
861,"Klein, Tobias",0,"Buffer Overflows und Format-String-Schwachstellen",14,723,"","","","Management Control Systems und Behavioral Branding im Dienstleistungsbereich","Diplomica Verlag",NA,"2013-02","80","Business & Economics","de","FOR_SALE","29.99","EUR","NOT_MATURE",NA,"9783842892378","4"
862,"Katz, Howard (ed.)",0,"XQuery from the experts",15,648,"","","","XQuery from the Experts","Addison-Wesley Professional","A Guide to the W3C XML Query Language","2004","484","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0321180607","9780321180605","2"
863,"Ehlers, Ulf-Daniel (Hrsg.)",0,"Bildungscontrolling im E-Learning",27,5,"","","","Bildungscontrolling im E-Learning","Springer-Verlag","Erfolgreiche Strategien und Erfahrungen jenseits des ROI","2005-12-05","342","Business & Economics","de","FOR_SALE","82.99","EUR","NOT_MATURE",NA,"9783540270584","2"
865,"Laudon, Kenneth C.",0,"E-commerce",25,269,"","","","E-commerce","Prentice Hall","Business, Technology, Society","2011","900","Electronic commerce","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0273750844","9780273750840","0"
866,"Chomicki, Jan",0,"Logics for emerging applications of databases",15,650,"","","","Logics for Emerging Applications of Databases","Springer Science & Business Media",NA,"2011-06-28","368","Computers","en","FOR_SALE","72.46","EUR","NOT_MATURE",NA,"9783642186905","2"
869,"Gossens, Michel",0,"Der Latex-Begleiter",14,473,"d","Verlu","","Der LaTeX-Begleiter","Pearson Deutschland GmbH",NA,"2010","1137",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","386894088X","9783868940886","2"
870,"Papadimitriou, Christos H.",0,"Turing",10,327,"","","","Turing (A Novel about Computation)","MIT Press",NA,"2005-02-11","296","Fiction","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0262250780","9780262250788","0"
872,"Lovell, Douglas",0,"XSL Formating Objects",25,247,"","","","XSL Formatting Objects","Sams Publishing","Developer's Handbook","2003","426","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0672322811","9780672322815","0"
873,"Lockemann, Peter C.",0,"Architektur von Datenbanksystemen, 1. Aufl.",15,687,"","","","Architektur eines EDV-Systems zur Materialflu<U+00DF>steuerung","Springer-Verlag",NA,"2013-03-08","220","Business & Economics","de","FOR_SALE","42.99","EUR","NOT_MATURE",NA,"9783642729928","2"
875,"Cooper, Richard",0,"Object databases",15,290,"","","","Object Databases","Thomson Learning","An ODMG Approach","1997","499","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1850322945","9781850322948","0"
876,"Pollakowski",0,"Grundkurs MySQL und PHP, 2. Aufl.#",14,779,"","","","Grundkurs MySQL und PHP","Vieweg+Teubner Verlag","So entwickeln Sie Datenbanken mit Open Source Software","2005-02-23","218","Computers","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3528158298","9783528158293","0"
877,"Davis, Rob",0,"Business Process Modelling with ARIS",18,703,"","","","Business Process Modelling with ARIS","Springer Science & Business Media","A Practical Guide","2001-04-09","531","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1852334347","9781852334345","0"
879,"Lemke, Kerstin (eds.)",0,"Embedded security in cars",11,36,"","","","Embedded Security in Cars","Springer Science & Business Media","Securing Current and Future Automotive IT Applications","2006-03-28","273","Computers","en","FOR_SALE","58.3","EUR","NOT_MATURE",NA,"9783540284284","2"
881,"Reichmayr, Christian",0,"Collaboration und WebServices",11,777,"","","","Collaboration und WebServices","Springer-Verlag","Architekturen, Portale, Techniken und Beispiele","2013-03-07","256","Business & Economics","de","FOR_SALE","46.99","EUR","NOT_MATURE",NA,"9783642190278","0"
882,"Fuller, James",0,"Professional PHP Web Services",25,267,"","","","Professional Web APIs with PHP","John Wiley and Sons","eBay, Google, Paypal, Amazon, FedEx plus Web Feeds","2006-10-30","356","Computers","en","FOR_SALE","26.99","EUR","NOT_MATURE",NA,"9780470087251","2"
884,"Seufert, Sabine",0,"E-Learning",10,321,"","","","E-Learning",NA,"Weiterbildung im Internet ; das ""Plato-cookbook"" fur internetbasiertes Lernen","2001-01","194",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3908490537","9783908490531","0"
885,"Rossett, Allison",0,"The ASTD e-learning handbook",10,320,"","","","The ASTD E-learning Handbook","McGraw Hill Professional",NA,"2002","543","Business & Economics","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","007138796X","9780071387965","0"
886,"Pernul, GÃ_nther",0,"Datenbanken in Unternehmen",15,620,"","","","Datenbanken im Unternehmen","Oldenbourg Verlag","Analyse, Modellbildung und Einsatz","2003","634",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3486272101","9783486272109","0"
888,"Chakrabarti, Soumen",0,"mining the web",15,628,"","","","Mining the Web","Morgan Kaufmann","Discovering Knowledge from Hypertext Data","2003","345","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1558607544","9781558607545","0"
890,"Savage, John E.",0,"Models of computation",54,4,"","","","Models of Computation","Addison-Wesley","Exploring the Power of Computing","1998","672","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
891,"Johnson, Dave",0,"Rss and Atom in Action",14,780,"","","","Developing Feeds with RSS and Atom","""O'Reilly Media, Inc.""",NA,"2005","253","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0596008813","9780596008819","2"
892,"Lee, Craig A. (ed.)",0,"Grid Computing - GRID 2001",90,2242,"","LNCS","","Grid Computing - GRID 2001","Springer Science & Business Media","Second International Workshop, Denver, CO, USA, November 12, 2001. Proceedings","2001-11-02","184","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783540429494","0"
