"id","authors","year","title","WI","number","version","media","comment","newname","publisher","subtitle","publishdate","pagecount","category","language","sale","price","currency","mature","isbn10","isbn13","matching"
1,"Cattell, Roderic G. G.",0,"The object data standard: ODMG 3.0",15,540,"","","","The Object Data Standard","Morgan Kaufmann","ODMG 3.0","2000","280","Database management","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1558606475","9781558606470","2"
2,"Monson-Haefel, Richard",1999,"Enterprise JavaBeans",14,543,"b","","","Enterprise JavaBeans","Oreilly & Associates Incorporated",NA,"1999","317","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1565926056","9781565926059","0"
4,"Malone, Michael S.",0,"Der Mikroprozessor",11,703,"","","","Der Mikroprozessor","Springer-Verlag","Eine ungewohnliche Biographie","2013-03-14","375","Computers","de","FOR_SALE","39.99","EUR","NOT_MATURE",NA,"9783662065273","0"
5,"Jarke, Matthias (Hrsg.)",0,"Advanced information systems engineering",90,1626,"","LNCS","","Advanced Information Systems Engineering","Springer Science & Business Media","4th International Conference CAiSE '92, Manchester, UK, May 12-15, 1992. Proceedings","1992-04-29","650","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540554815","9783540554813","2"
6,"Buchmann, Johannes",0,"EinfÃ_hrung in die Kryptographie",25,98,"c","","","Introduction to Cryptography","Springer Science & Business Media",NA,"2013-12-01","338","Mathematics","en","FOR_SALE","37.44","EUR","NOT_MATURE",NA,"9781441990037","4"
7,"Dicken, Hans",0,"Datenbanken unter Linux",15,569,"","","","Datenbanken unter Linux",NA,"Oracle 8i, MySQL, Adabas, Informix, Sybase, DB2, PostgreSQL, MiniSQL, Empress ; [Tipps zur optimalen Installation und Konfiguration, Backup, Recovery, Ausfallsicherheit, mit PHP und Java ins Web]","2000","516",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3826605551","9783826605550","0"
8,"Gueting, Ralf Hartmut (Hrsg.)",0,"Advances in spatial databases",90,1651,"","LNCS","","Advances in Spatial Databases","Springer Science & Business Media","5th International Symposium, SSD'97, Berlin, Germany, July 15-18, 1997 Proceedings","1997-07-02","373","Computers","ja","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540632387","9783540632382","2"
9,"Haake, JÃ¶rg",0,"CSCL-Kompendium",21,67,"","","","CSCL-Kompendium","Oldenbourg Verlag","Lehr- und Handbuch zum computerunterstutzten kooperativen Lernen","2004","521","Kooperatives Lernen - Computerunterstutztes Lernen - Aufsatzsammlung","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3486274368","9783486274363","2"
10,"Brunner, Josef",0,"Linux security",11,755,"","","","Linux Security Cookbook","""O'Reilly Media, Inc.""",NA,"2003","311","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0596003919","9780596003913","2"
13,"Powers, Shelley",0,"Practical RDF",15,647,"a","","","Practical RDF","""O'Reilly Media, Inc.""",NA,"2003-07-18","352","Computers","en","FOR_SALE","21.24","EUR","NOT_MATURE","0596550510","9780596550516","0"
14,"Cluet, Sophie (Ed.)",0,"Database programming languages",90,1369,"","LNCS","","Database Programming Languages","Springer","8th International Workshop, DBPL 2001, Frascati, Italy, September 8-10, 2001. Revised Papers","2003-06-30","343","Business & Economics","en","FOR_SALE","58.3","EUR","NOT_MATURE",NA,"9783540460930","2"
15,"Vollmer, Heribert",0,"Introduction to circuit complexity",54,37,"","","","Introduction to Circuit Complexity","Springer Science & Business Media","A Uniform Approach","1999-06-23","272","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540643109","9783540643104","0"
16,"Afuah, Allan",0,"Internet Business Models and Strategies",25,290,"b","","","Internet Business Models and Strategies","McGraw-Hill/Irwin","Text and Cases","2003","480","Business & Economics","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0072511664","9780072511666","0"
17,"Claus, Volker (Hrsg.)",0,"Informatik und Ausbildung",10,179,"","","","Informatik und Ausbildung","Springer-Verlag","GI-Fachtagung 98 Informatik und Ausbildung Stuttgart, 30. Marzñ1.April 1998","2013-03-12","293","Computers","de","FOR_SALE","42.99","EUR","NOT_MATURE",NA,"9783642721694","2"
18,"Staudt, Hans Martin",0,"Das professionelle PowerPC-Buch",11,463,"","","","Das professionelle PowerPC-Buch",NA,"Anwendungsmoglichkeiten, Architektur, Programmierung, Befehlssatz ; mit 58 Tabellen","1994","441",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3772369626","9783772369629","0"
19,"Kemper, Hans-Georg",0,"Architektur und Gestaltung von Management-UnterstÃƒÂ_tzungs-Systemen",12,385,"","","","Business Intelligence - Grundlagen und praktische Anwendungen","Springer-Verlag","Eine Einfuhrung in die IT-basierte Managementunterstutzung","2010-08-12","298","Business & Economics","de","FOR_SALE","24.99","EUR","NOT_MATURE",NA,"9783834897275","4"
20,"Ferber, Reginald",0,"Information Retrieval",50,27,"b","","","Information Retrieval und kunstliche Intelligenz","Springer-Verlag",NA,"2007-04-25","234","Business & Economics","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3835005987","9783835005983","2"
21,"Tolksdorf, Robert",0,"Die Sprachen des Web: HTML und XHTML",11,695,"","","","Die Sprachen des Web: HTML und XHTML ; [Informationen aufbereiten und prasentieren im Internet]",NA,NA,"2000-01","320","HTML (Document markup language)","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3932588584","9783932588587","0"
22,"Eckstein, Robert",0,"XML pocket reference",11,704,"b","","","XML Pocket Reference","""O'Reilly Media, Inc.""",NA,"2001-01","96","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0596001339","9780596001339","0"
23,"Goossens, Michel",0,"The LATEX graphics companion",14,577,"","","","The LaTex Graphics Companion","Addison-Wesley Professional","Illustrating Documents with TeX and PostScript","1997","554","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0201854694","9780201854695","0"
24,"Shasha, Dennis",0,"Database tuning",15,618,"b","","","Database Tuning","Morgan Kaufmann","Principles, Experiments, and Troubleshooting Techniques","2002-06-07","440","Computers","en","FOR_SALE","55.77","EUR","NOT_MATURE","0080503780","9780080503783","0"
26,"Erdmann, Frank",0,"Behandlung chemischer Strukturen in einem web-basierten Informationssystem",25,194,"","Diss","","Exzerpt Frank Kopanski ""... sam saw zum nuosch"" Anmerkungen zum Hochzeitsmahl in Heinrich Wittenwilers 'Ring'","GRIN Verlag",NA,"2011-07-08","5","Literary Criticism","de","FOR_SALE","2.99","EUR","NOT_MATURE",NA,"9783640954537","4"
28,"Mintert, Stefan (Hrsg.)",0,"XML & Co. Die W3C-Spezifikationen fÃ_r Dokumenten- und Datenarchitektur",15,622,"","","","XML im E-Business - E-Business und Produktkataloge","GRIN Verlag",NA,"2007","28",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783638777957","2"
29,"Glos, Michael",0,"Sicher surfen, mailen, Daten tauschen",11,785,"","","","Sicher surfen, mailen, Daten tauschen ; [inkl. CD-ROM]","Franzis Verlag",NA,"2004","252",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3772369707","9783772369704","0"
30,"Marco, David",0,"Building and managing the meta data repository",15,591,"","","","Building and Managing the Meta Data Repository","Wiley","A Full Lifecycle Guide","2000-07-31","416","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0471355232","9780471355236","0"
32,"Schraitle, Thomas",0,"SuSE Linux 7.0",11,288,"","","","SuSE Linux 7.0. KDE 2.0 Desktop.",NA,NA,"2000-12","80",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3934678459","9783934678453","0"
33,"Silc, Jurij",0,"Processor architecture",11,746,"","","","Processor Architecture","Springer Science & Business Media","From Dataflow to Superscalar and Beyond ; with 34 Tables","1999-06-08","389","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540647988","9783540647980","0"
34,"Burkhardt, Jochen",0,"Pervasive computing",11,215,"","","","Pervasive Computing and Networking","John Wiley & Sons",NA,"2011-06-09","344","Technology & Engineering","en","FOR_SALE","86.99","EUR","NOT_MATURE",NA,"9781119971429","2"
35,"Eckstein, Rainer",0,"XML und Datenmodellierung 403 1. Aufl.",15,655,"","","","XML und Datenmodellierung",NA,"XML-Schema und RDF zur Modellierung von Daten und Metadaten einsetzen","2004","328",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3898642240","9783898642248","3"
36,"Bernstein, P.; Newcomer E.",1997,"Principles of transaction processing",15,268,"","","","Principles of Transaction Processing","Morgan Kaufmann",NA,"1997","358","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1558604154","9781558604155","0"
38,"Atzeni, Paolo",0,"Database systems",15,505,"","","","Relational Database Theory","Addison Wesley Longman",NA,"1993-01-01","389","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0805302492","9780805302493","0"
39,"Hein, Jochen",0,"Linux-Systemadministration",11,754,"","","","Linux-Systemadministration","Pearson Deutschland GmbH","Einrichtung, Verwaltung, Netzwerkbetrieb","2002","617",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3827319927","9783827319920","0"
41,"Heuer, Andreas",0,"Objektorientierte Datenbanken",15,204,"a","","","Objektorientierte Datenbanken",NA,"Konzepte, Modelle, Systeme","1992","628",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3893193154","9783893193158","0"
42,"Tucker, Allen B.",0,"_The_ Computer Science and Engineering Handbook",10,30,"","","","The Computer Science and Engineering Handbook",NA,NA,NA,"2612",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","8172245734","9788172245733","4"
43,"Collins-Sussman, Ben",0,"Versionskontrolle mit Subversion, 1. Aufl.",14,765,"","","","Versionskontrolle mit Subversion","O'Reilly Germany",NA,"2009-04-30","496","Computers","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783897218987","3"
44,"Immerman, Neil",0,"Descriptive complexity",54,23,"","","","Descriptive Complexity","Springer Science & Business Media",NA,"1999","268","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0387986006","9780387986005","0"
45,"Rechenberg, Peter",0,"Was ist Informatik?, 3. Aufl.",10,228,"","","","Was kostet eine Kilowattstunde aus Batterien?","GRIN Verlag","Wie lange musste die Sonne scheinen bis die Solarzelle eine Kilowattstunde abgegeben hat?","2011","36",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783640815050","2"
47,"Fahrner, Christian",0,"Schematransformationen in Datenbanken",15,473,"b","Diss","","Schematransformationen in Datenbanken",NA,NA,"1997","307",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3896014293","9783896014290","0"
48,"LechtenbÃ¶rger, Jens",0,"Data warehouse schema design",15,606,"b","","","Data Warehouse Schema Design","IOS Press",NA,"2001-01-01","219","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1586032143","9781586032142","2"
49,"MÃ¶hrke, Carsten",0,"Besser PHP programmieren",14,738,"","CD","","Besser PHP programmieren",NA,"Handbuch professioneller PHP-Techniken ; [inkl. PHP 5.4]","2012","880",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3836217414","9783836217415","2"
50,"Mathar, Rudolf",0,"Informationstheorie",52,359,"","","","Informationstheorie",NA,"Vorlesung","1987","106",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
52,"Westerkamp, Peter",0,"Flexible elearning platforms ...",27,13,"b","","","Service Oriented Provisioning of Learning Objects",NA,NA,"2005","52",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"4"
54,"Lienemann, Gerhard",0,"ITIL Change Management, 1. Aufl.",14,82,"","","","IT-Management mit ITILÆ V3","Springer-Verlag","Strategien, Kennzahlen, Umsetzung","2008-06-26","371","Business & Economics","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3834805262","9783834805263","2"
55,"Kambayashi, Yahiko (Hrsg.)",0,"Advances in database technologies",90,1552,"","LNCS","","Advances in Database Technologies","Springer Science & Business Media","ER '98 Workshops on Data Warehousing and Data Mining, Mobile Data Access, and Collaborative Work Support and Spatio-Temporal Data Management, Singapore, November 19-20, 1998, Proceedings","1999-02-22","600","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540656901","9783540656906","2"
57,"Koegel Buford, John F.",0,"Multimedia Systems",11,264,"","","","Multimedia Systems","Springer Science & Business Media","Delivering, Generating, and Interacting With Multimedia","2000-08-16","191","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1852332484","9781852332488","2"
58,"Harrington, Jan L.",0,"SQL Clearly Expained (2. ed.)",15,551,"b","","","SQL Clearly Explained","Elsevier",NA,"2003-05-28","352","Computers","en","FOR_SALE","48.27","EUR","NOT_MATURE",NA,"9780080517582","0"
59,"Englander, Irv",0,"The architecture of computer hardware ans systems software, 3. ed.",11,796,"","","","The Architecture of Computer Hardware and System Software: An Information Technology Approach, 5th Edition","Wiley Global Education","An Information Technology Approach","2014-01-08","720","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9781118803301","0"
61,"Kifer, Michael",0,"Database Systems : an Application-Oriented Approach, 2 ed.",15,653,"b","","","Database Systems","Addison-Wesley","An Application-oriented Approach","2006","1235","Database management","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0321312562","9780321312563","0"
64,"Reussner, Ralf H. (Hrsg.)",0,"Handbuch der Software-Architektur",14,8,"a","","","Handbuch der Software-Architektur",NA,NA,"2006","557","Computer architecture","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3898643727","9783898643726","2"
65,"Abiteboul",0,"Foundations of databases",15,357,"","","","Foundations of Databases",NA,NA,"1995-01-01",NA,NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0201716224","9780201716221","0"
66,"Etzion, Opher (Ed.)",0,"Temporal databases",90,1399,"","LNCS","","Temporal Databases: Research and Practice","Springer Science & Business Media",NA,"1998-05-13","428","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540645195","9783540645191","2"
69,"BrÃ¶dner, Peter (Hrsg.)",0,"Wissensteilung",10,308,"","","","Anwendbarkeit von Anreizsystemen zur Wissensteilung",NA,"Wissensmanagement","2008","87",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3836459698","9783836459693","2"
789,"Broy, Manfred",0,"Software Pioneers",13,561,"b4","","","Software Pioneers","Springer Science & Business Media","Contributions to Software Engineering","2002-06-27","728","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540430814","9783540430810","0"
71,"ACM",1996,"Symposium on Principles of Database Systems <15, 1996, Montreal>",15,403,"","","oben","21st Acm Symposium on Operating Systems Principles (Sosp '07)",NA,NA,"2009-03-16","363","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1605605689","9781605605685","0"
72,"Tanenbaum, Andrew S.",0,"Computer networks (4. ed)",11,133,"i","","","Computer Networks","Prentice Hall Professional",NA,"2003","891","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0130661023","9780130661029","0"
73,"Wegener, Ingo",0,"Kompendium Theoretische Informatik - eine Ideensammlung",11,546,"","","","Kompendium Theoretische Informatik ó eine Ideensammlung","Springer-Verlag",NA,"2013-03-12","189","Computers","de","FOR_SALE","26.99","EUR","NOT_MATURE",NA,"9783322800909","0"
75,"Halsall, Fred",0,"Data Communications, computer networks and open systems",11,425,"","","","Data Communications Computer Networks And Open Systems",NA,NA,"2003","907","Computer Network","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","8178080982","9788178080987","2"
77,"Koper, Rob (ed.)",0,"Learning design",11,426,"a","","","IMS Learning Design als Grundlage fur die Gestaltung von e-Learning-Systemen","GRIN Verlag",NA,"2007","112",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783638698948","2"
78,"Schank, Roger C.",0,"Designing world-class E-learning",10,319,"","","","Designing World-Class E-Learning","McGraw Hill Professional",NA,"2001-10-21","250","Business & Economics","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0071394958","9780071394956","0"
79,"Schaffrath, Wilhelm",0,"Grundkurs UNIX/Linux",11,767,"","CD","","Grundkurs UNIX/Linux","Springer-Verlag","Das neuartige Medienbuch: Lehrbuch und interaktive Software in Einem","2013-03-08","265","Technology & Engineering","de","FOR_SALE","39.99","EUR","NOT_MATURE",NA,"9783322991805","0"
80,"Heine, Peter",0,"Unternehmensweite Datenintegration",15,536,"","","","Unternehmensweite Datenintegration","Springer-Verlag","Modular-integrierte Datenlogistik in betrieblichen Informationssystemen","2013-03-13","340","Technology & Engineering","de","FOR_SALE","36.99","EUR","NOT_MATURE",NA,"9783322892140","2"
81,"Rosenberg, Marc J.",0,"Beyond E-Learning, 10. print.",11,810,"","","","Beyond E-Learning","John Wiley & Sons","Approaches and Technologies to Enhance Organizational Knowledge, Learning, and Performance","2005-12-13","400","Business & Economics","en","FOR_SALE","28.99","EUR","NOT_MATURE","0787982881","9780787982881","0"
83,"Aigner, Martin",0,"Proofs from the book",54,31,"","","","Proofs from THE BOOK","Springer",NA,"2014-08-06","308","Mathematics","en","FOR_SALE","33.31","EUR","NOT_MATURE",NA,"9783662442050","0"
84,"Flynn, Michael J.",0,"Computer architecture",11,613,"","","","Computer Architecture","Jones & Bartlett Learning","Pipelined and Parallel Processor Design","1995","788","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0867202041","9780867202045","0"
85,"Ames, Patrick",0,"Now you know treo",10,233,"","","","Now You Know Treo","Peachpit Press",NA,"2004-12-01","146","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9780321330291","0"
86,"Skulschus, Marco",0,"Oracle 10 g",15,702,"","","","Oracle 10g",NA,"Programmierhandbuch","2004","955",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","389842314X","9783898423144","0"
88,"Remenyi, Dan (Ed.)",0,"4th European Conference on e-Learning",27,12,"","","oben","Proceedings of the 4th European Conference on e-Learning (ECEL 2005)","Academic Conferences Limited",NA,"2005",NA,NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9781905305131","2"
89,"Kurz, Andreas",0,"Data warehousing",15,533,"a","","","Data Warehousing und Data Mining","Springer-Verlag","Eine Einfuhrung in entscheidungsunterstutzende Systeme","2013-03-07","444","Computers","de","FOR_SALE","29.99","EUR","NOT_MATURE",NA,"9783642560330","2"
91,"HÃ_semann, Bodo",0,"Entwurf und Realisierung von Ontologien fÃ_r Multimedia-Anwendungen",15,672,"","Diss","","Bemerkungen uber den Gebrauch des Artikels bei Homer",NA,"Programm","1861","38",NA,"de","FREE",NA,NA,"NOT_MATURE",NA,NA,"4"
92,"Pedreschi, Dino",0,"Logic in Databases",90,1154,"","LNCS","","Logic in Databases","Springer Science & Business Media","International Workshop LID '96, San Miniato, Italy, July 1 - 2, 1996. Proceedings","1996-10-02","495","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540618147","9783540618140","0"
94,"Goossens, Michel",0,"Mit LaTeX ins Web",14,637,"","","","Mit LATEX ins Web",NA,"elektronisches Publizieren mit TEX, HTML und XML","2000","577",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3827316294","9783827316295","0"
95,"Hemaspaandra, Lane",0,"_The_ complexity theory companion",54,61,"","","","Exact Analysis of Dodgson Elections",NA,"Lewis Carroll's 1876 Voting System is Complete for Parallel Access to NP","1996","21",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"4"
96,"Reischuk, Karl RÃ_diger",0,"EinfÃ_hrung in die KomplexitÃ_tstheorie",51,235,"","","","Einfuhrung in die Komplexitatstheorie",NA,NA,"1990","412","Computational complexity","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"4"
97,"Bernus, Peter (Ed.)",0,"Handbook on architectures of information systems",12,342,"b","","","Handbook on Architectures of Information Systems","Springer Science & Business Media",NA,"2006-04-18","896","Computers","en","FOR_SALE","207.42","EUR","NOT_MATURE",NA,"9783540266617","2"
98,"Vazirani, Vijay V.",0,"Approximation algorithms",52,407,"b","","","Approximation Algorithms","Springer Science & Business Media",NA,"2002-12-05","380","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3540653678","9783540653677","0"
99,"Vossen, Gottfried",0,"Data models, database languages and database management systems",15,220,"c","","","Data Models, Database Languages and Database Management Systems","Addison Wesley Publishing Company",NA,"1991","590","Data structures (Computer science)","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0201416042","9780201416046","0"
100,"FrÃ¶schle, Hans-Peter",0,"IT-Governance",26,68,"","","","Wie kann IT-Governance nach dem COBIT Framework in Unternehmen eingesetzt werden? Welche Vor- und Nachteile bergen Anwendung und Implementierung von IT-Governance?","diplom.de",NA,"2015-02-01","33","Business & Economics","de","FOR_SALE","14.99","EUR","NOT_MATURE",NA,"9783958206229","2"
101,"Kuper, Gabriel (Ed.)",0,"Constraint databases",15,303,"","","","Constraint Databases","Springer Science & Business Media",NA,"2013-03-09","428","Computers","en","FOR_SALE","91.62","EUR","NOT_MATURE",NA,"9783662040317","2"
103,"Date, C. J.",0,"An Introduction to Database Systems",15,43,"d","","","An Introduction to Database Systems","Addison-Wesley",NA,"2004","1005","Bases de donnees - Gestion","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0321189566","9780321189561","0"
104,"Ben-Natan, Ron",0,"Objects on the Web",15,461,"","","","Objects on the Web","Computing McGraw-Hill","Designing, Building, and Deploying Object-oriented Applications for the Web","1997","488","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
105,"Latham, Robert (Hrsg.)",0,"Digital formations",10,251,"","","","Digital Formations","Princeton University Press","IT and New Architectures in the Global Realm","2009-09-19","384","Social Science","en","FOR_SALE","39.56","EUR","NOT_MATURE",NA,"9781400831616","2"
107,"Paton, Norman W. (Ed.)",0,"Active rules in database systems",15,239,"","","","Active Rules in Database Systems","Springer Science & Business Media",NA,"2012-09-07","439","Computers","en","FOR_SALE","63.63","EUR","NOT_MATURE",NA,"9781441986566","2"
108,"Wagner, Roland R.",0,"Database and expert systems applications",90,1134,"","LNCS","","Seventh International Workshop on Database and Expert Systems Applications","IEEE","September 9-10, 1996, Zurich, Switzerland : proceedings","1996","521","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0818676620","9780818676628","0"
110,"Soparkar, Nandit",0,"Time-constrained transaction management",15,442,"","","","Time-constrained Transaction Scheduling",NA,NA,"1992","39","Database management","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"2"
113,"Fong, Joseph",0,"Multimedia, knowledge-based & object-oriented databases",15,109,"","","","Multimedia, Knowledge-based, and Object-oriented Databases","Springer Verlag",NA,"1996-01-01","383","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"2"
114,"Jajodia, Sushil (ed.)",0,"Advanced transaction models and architectures",15,320,"","","","Advanced Transaction Models and Architectures","Springer Science & Business Media",NA,"1997-08-31","381","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0792398807","9780792398806","2"
115,"Solymosi, Andreas",0,"Grundkurs Algorithmen und Datenstrukturen in Java",14,680,"b","","","Grundkurs Algorithmen und Datenstrukturen in JAVA","Springer-Verlag","Eine Einfuhrung in die praktische Informatik","2014-07-28","183","Computers","de","FOR_SALE","26.99","EUR","NOT_MATURE",NA,"9783658061968","0"
116,"Fritsch, Rudolf",0,"The four-color theorem",54,30,"","","","The Four-Color Theorem","Springer Science & Business Media","History, Topological Foundations, and Idea of Proof","1998","260","Mathematics","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0387984976","9780387984971","0"
117,"Jarke, Matthias (Hrsg.)",0,"Proceedings of the 23rd International Conference on Very Large Data Bases",15,184,"","","oben","Proceedings 2002 VLDB Conference","Morgan Kaufmann","28th International Conference on Very Large Databases (VLDB)","2002-12-11","1050","Computers","en","FOR_SALE","39.94","EUR","NOT_MATURE","008051491X","9780080514918","2"
118,"Jeronimo, Michael",0,"UPnP design by example",11,783,"","CD","","UPnP Design by Example",NA,"A Software Developer's Guide to Universal Plug and Play","2003","481","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0971786119","9780971786110","0"
119,"Orfali, Robert",0,"Client/Server survival guide",25,1,"5c","","","The Essential Client/Server Survival Guide","John Wiley & Sons Incorporated",NA,"1996-07-23","676","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
120,"Goodaire, Edgar G.",0,"Discrete mathematics ...",51,43,"","","","Discrete Mathematics with Graph Theory with Discrete Math Workbook: Interactive Exercises","Pearson College Division",NA,"2005-08-01",NA,"Education","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0132245884","9780132245883","0"
121,"Hackathorn, Richard D.",0,"Web farming for the data warehouse",15,524,"b","","","Web Farming for the Data Warehouse","Morgan Kaufmann Pub",NA,"1999","368","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"0"
122,"Waldschmidt",0,"Parallelrechner - Architekturen - Systeme - Werkzeuge",11,504,"","","","Parallelrechner","Springer-Verlag","Architekturen ó Systeme ó Werkzeuge","2013-03-13","607","Technology & Engineering","de","FOR_SALE","42.99","EUR","NOT_MATURE",NA,"9783322867711","2"
124,"Borghoff, Uwe M. (Hrsg.)",0,"Information technology for knowledge management",12,104,"b","","","Information Technology for Knowledge Management","Springer Science & Business Media",NA,"2013-03-14","232","Business & Economics","en","FOR_SALE","66.63","EUR","NOT_MATURE",NA,"9783662037232","2"
125,"Lausen, Georg",0,"Datenbanksysteme in BÃ_ro, Technik und Wissenschaft",15,352,"b","","oben","Datenbanksysteme in Buro, Technik und Wissenschaft","Springer-Verlag","GI-Fachtagung Braunschweig, 3.ñ5. Marz 1993","2013-03-14","412","Computers","de","FOR_SALE","39.99","EUR","NOT_MATURE",NA,"9783642860966","2"
126,"Celko, Joe",0,"SQL for smarties, 3. ed.",15,678,"","","","Joe Celko's Trees and Hierarchies in SQL for Smarties","Morgan Kaufmann",NA,"2004-06-01","240","Computers","en","FOR_SALE","29.95","EUR","NOT_MATURE","0080491693","9780080491691","0"
128,"Rowen, Chris",0,"Engineering the complex SOC",11,799,"","","","Engineering the Complex SOC","Pearson Education","Fast, Flexible Design with Configurable Processors","2008-11-11",NA,"Technology & Engineering","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9780132441988","0"
129,"Aliprand, Joan",0,"The Unicode Standard, Version 4.0 ; 1., printing",10,237,"","CD","","The Official Samba-3 HOWTO and Reference Guide","Prentice Hall Professional",NA,"2004-01","685","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0131453556","9780131453555","2"
130,"Date, C. J.",0,"Foundations for object/relational databases",15,496,"","","","Oracle Database Foundations","Sybex","Technology Fundamentals for IT Success","2004-10-12","349","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0782143725","9780782143720","2"
131,"Ramamritham, Krithi",0,"Executive briefing",15,448,"","","oben","Executive Briefing","IEEE Computer Society","Advances in Concurrency Control and Transaction Processing","1997-01-01","113","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0818674059","9780818674051","0"
132,"Wegener, Ingo (Hrsg.)",0,"Highlights aus der Informatik",10,199,"","","","Highlights aus der Informatik","Springer-Verlag",NA,"2013-03-12","335","Computers","de","FOR_SALE","39.99","EUR","NOT_MATURE",NA,"9783642610127","2"
